"image","xmin","ymin","xmax","ymax","label"
"gunImage-100.jpg",2.526303624260355,124.2939674851925,257.41881529678255,174.31856953356368,"Gun"
"gunImage-1.jpeg",8.337626823081802,7.367024202420241,1090.6433298985417,622.1593612486248,"Gun"
"gunImage-101.jpg",4.52476022511097,46.47929643261608,283.9586140615092,121.27767553793883,"Gun"
"gunImage-10.jpeg",298.29769736842104,569.0399802566634,754.4284539473684,862.8208292201382,"Gun"
"gunImage-10.jpeg",928.1620065789474,1182.9158440276408,1157.8803453947369,1588.6599210266536,"Gun"
"gunImage-10.jpeg",771.6673519736843,1297.4086870681147,922.1052631578948,1476.80157946693,"Gun"
"gunImage-102.jpg",5.15380341029724,4.818723778381046,259.8102994515216,184.29035815646594,"Gun"
"gunImage-103.jpg",2.350505272407733,19.18674034427443,78.16064367311071,72.67578896224086,"Gun"
"gunImage-103.jpg",90.54750659050966,19.167139684106612,165.6056678383128,73.7688140115992,"Gun"
"gunImage-103.jpg",3.033282073813708,81.70016349950642,77.67278119507908,135.51781142028628,"Gun"
"gunImage-107.jpg",13.75536000740375,22.324045224580452,224.99999999999997,173.77529615004937,"Gun"
"gunImage-105.jpg",36.19132912759131,39.04148414363277,189.9504681330207,131.93744987043436,"Gun"
"gunImage-106.jpg",17.85307347812302,68.1608154020385,101.32000039632214,168,"Gun"
"gunImage-104.jpg",75.24225190234623,20.25010617214043,273.72458584337346,144.42702434881085,"Gun"
"gunImage-104.jpg",150.9548886334813,112.55690826727066,204.96145767279646,155.2280223669309,"Gun"
"gunImage-108.jpg",9.788678231323965,10.652764067127345,247.68326726608728,179.93446137709773,"Gun"
"gunImage-109.jpg",53.37152777777777,139.52051070459032,223.46961805555554,223.70289748889437,"Gun"
"gunImage-111.jpg",4.2636433893468615,3.0536240183246073,273.20605035272666,159.07333933246073,"Gun"
"gunImage-110.jpg",32.66616022951629,14.288950672507402,184.59373843163868,217.57571492472852,"Gun"
"gunImage-11.jpeg",35.23244788363982,165.79767871957964,377.88097703313247,459.9579386753319,"Gun"
"gunImage-11.jpeg",605.4509501823081,179.3458586836283,935.579440294071,411.4711741219579,"Gun"
"gunImage-112.jpg",5.724603590819348,179.6768956688055,220.9733426394373,217.25556052566634,"Gun"
"gunImage-113.jpg",5.383164235890932,12.3524962486952,279.5493024730501,143.78873629958247,"Gun"
"gunImage-116.jpg",109.90542843232717,84.42128115745311,160.85583008763388,171.90213937561697,"Gun"
"gunImage-115.jpg",2.015497748025641,74.19773414363277,225,122.01353112660414,"Gun"
"gunImage-117.jpg",1.093165424857324,36.106341704288944,296.3796617390615,125.47411117381492,"Gun"
"gunImage-118.jpg",114.73390275952694,30.39603128084897,250.65151219612346,163.07893478529127,"Gun"
"gunImage-119.jpg",21.43317192122781,4.2394110932872655,241.79180149778108,127.21674481737413,"Gun"
"gunImage-120.jpg",12.758970308171746,33.46952122408687,213.22030817174516,143.68086747285292,"Gun"
"gunImage-121.jpg",79.86555262401446,35.76618028134255,221.89816288189883,179.89293481614018,"Gun"
"gunImage-12.jpeg",27.45872738486842,56.698389684106616,658.1088096217105,388.65467670286284,"Gun"
"gunImage-122.jpg",8.188785710983728,21.165635797137217,250.05766341531066,165.19489603899308,"Gun"
"gunImage-123.jpg",86.19439661150149,23.24457058242843,210.6896813748151,112.9686728775913,"Gun"
"gunImage-124.jpg",0.9488604844674556,18.76277918311945,258.53305288461536,190.81090356614018,"Gun"
"gunImage-125.jpg",20.31471392804154,65.29616932996052,148.41068365170622,120.90210081441265,"Gun"
"gunImage-125.jpg",18.746087954376854,126.07595400419547,157.6856222181009,210.04210883514315,"Gun"
"gunImage-126.jpg",36.036468505859375,12.05014499012833,259.11358642578125,143.9658964708786,"Gun"
"gunImage-128.jpg",7.21179640436747,6.038838845014808,253.3736910532756,153.62836253701875,"Gun"
"gunImage-127.jpg",19.373117469879517,44.189208984375,304.05598050095114,145.8468017578125,"Gun"
"gunImage-129.jpg",141.88792244990145,13.315287975074039,239.29881272585413,67.67446245681145,"Gun"
"gunImage-130.jpg",27.331121205577492,7.564840665103652,211.77042201382034,217.68850644743335,"Gun"
"gunImage-13.jpeg",416.2287194670616,1.2031095755182626,793.6667283493709,369.0029615004936,"Gun"
"gunImage-13.jpeg",242.49629903774982,115.85945212240868,662.930236861584,540.1961994076999,"Gun"
"gunImage-13.jpeg",130.84983345669875,318.43534057255675,402.5166543301259,600,"Gun"
"gunImage-131.jpg",142.04037399392246,1.9024864264560712,273.87990462795665,180.459587857848,"Gun"
"gunImage-133.jpg",3.502421875,58.93853344027641,252.14537259615386,144.99624413869694,"Gun"
"gunImage-132.jpg",143.13276049371302,34.9080006786772,255.12897848095415,125.86943947433366,"Gun"
"gunImage-132.jpg",14.451414571005918,40.60019743336624,133.90606508875743,127.60649833415599,"Gun"
"gunImage-134.jpg",89.88323111525047,43.019928047404065,262.90776593214963,143.79874435665914,"Gun"
"gunImage-135.jpg",5.191012925715696,85.62698590202369,222.45004395977293,135.77062638820337,"Gun"
"gunImage-136.jpg",3.166935835447051,9.3369140625,388.1560518389347,123.8505859375,"Gun"
"gunImage-137.jpg",3.1177819831959415,16.487216462227416,347.6074776077996,139.52314544392524,"Gun"
"gunImage-138.jpg",57.43080357142857,10.555913746298124,171.65555245535714,84.95684230009871,"Gun"
"gunImage-138.jpg",134.61111886160714,39.68596912018756,242.17034040178572,106.26204652023691,"Gun"
"gunImage-138.jpg",13.647181919642858,83.51649262709772,127.56884765625,166.29554463845014,"Gun"
"gunImage-138.jpg",79.64641462053571,107.9157244879072,193.26346261160714,187.46338999259623,"Gun"
"gunImage-14.jpeg",363.2139842263792,67.39731590346534,632.9057372582436,234.32987830033002,"Gun"
"gunImage-141.jpg",9.441512761572605,16.391436230248306,290.4976022511097,160.33461484198645,"Gun"
"gunImage-142.jpg",9.639589608433734,0.828297842920354,336.5401920180723,141.55762582964604,"Gun"
"gunImage-143.jpg",117.30529744601328,84.02741701628824,146.11805050872093,96.86908471125369,"Gun"
"gunImage-144.jpg",41.78652009222662,3.797191201875618,124.98814229249012,252.0967423494571,"Gun"
"gunImage-146.jpg",9.115034975428028,7.047749180947581,279.3141695069753,163.41035313760082,"Gun"
"gunImage-147.jpg",6.655871016962587,5.219561841114459,484.4807907617311,96.5746187876506,"Gun"
"gunImage-148.jpg",3.680528134254689,49.48716683119447,222.05910661401782,83.36426456071075,"Gun"
"gunImage-148.jpg",11.72482724580454,82.91942250740375,220.29010365251727,120.25678677196447,"Gun"
"gunImage-148.jpg",1.0209772951628826,116.04676702862784,210.03886969397828,147.28590819348472,"Gun"
"gunImage-148.jpg",10.531095755182626,142.7165597235933,219.88758637709773,176.7741855873643,"Gun"
"gunImage-149.jpg",174.3989200065703,97.68378655602173,246.71247484806176,136.6530031465943,"Gun"
"gunImage-151.jpg",83.54109025032938,0,194,44.389784365745314,"Gun"
"gunImage-151.jpg",67.02696805006588,60.70012879442251,185.80983407444006,223.6357855688549,"Gun"
"gunImage-151.jpg",8.750288208168643,27.32239866115499,94.29124464756258,181.53010858835145,"Gun"
"gunImage-152.jpg",31.782915844027638,0.2819788067620928,198.15908810463966,141.3546743891905,"Gun"
